Latitude: 2828.9544220000 N, Longitude: 7706.3611880000 E
Latitude: 2828.9540500000 N, Longitude: 7706.3592380000 E
Latitude: 2828.9535340000 N, Longitude: 7706.3573600000 E
Latitude: 2828.9529940000 N, Longitude: 7706.3553740000 E
Latitude: 2828.9526220000 N, Longitude: 7706.3536880000 E
Latitude: 2828.9523460000 N, Longitude: 7706.3517140000 E
Latitude: 2828.9520580000 N, Longitude: 7706.3496740000 E
Latitude: 2828.9517640000 N, Longitude: 7706.3479700000 E
Latitude: 2828.9513800000 N, Longitude: 7706.3461460000 E
Latitude: 2828.9510740000 N, Longitude: 7706.3443040000 E
Latitude: 2828.9510740000 N, Longitude: 7706.3443040000 E
Latitude: 2828.9504620000 N, Longitude: 7706.3402300000 E
Latitude: 2828.9506060000 N, Longitude: 7706.3387900000 E
Latitude: 2828.9504200000 N, Longitude: 7706.3377760000 E
Latitude: 2828.9500420000 N, Longitude: 7706.3367500000 E
Latitude: 2828.9497180000 N, Longitude: 7706.3356520000 E
Latitude: 2828.9494960000 N, Longitude: 7706.3342420000 E
Latitude: 2828.9492200000 N, Longitude: 7706.3326640000 E
Latitude: 2828.9486740000 N, Longitude: 7706.3310860000 E
Latitude: 2828.9482300000 N, Longitude: 7706.3300180000 E
Latitude: 2828.9472460000 N, Longitude: 7706.3264840000 E
Latitude: 2828.9466760000 N, Longitude: 7706.3243900000 E
Latitude: 2828.9463580000 N, Longitude: 7706.3224160000 E
Latitude: 2828.9458720000 N, Longitude: 7706.3203040000 E
Latitude: 2828.9456140000 N, Longitude: 7706.3183840000 E
Latitude: 2828.9453860000 N, Longitude: 7706.3174900000 E
Latitude: 2828.9447620000 N, Longitude: 7706.3145320000 E
Latitude: 2828.9447620000 N, Longitude: 7706.3145320000 E
Latitude: 2828.9441620000 N, Longitude: 7706.3119940000 E
Latitude: 2828.9438800000 N, Longitude: 7706.3091860000 E
Latitude: 2828.9437660000 N, Longitude: 7706.3070200000 E
Latitude: 2828.9436640000 N, Longitude: 7706.3060420000 E
Latitude: 2828.9435320000 N, Longitude: 7706.3044700000 E
Latitude: 2828.9430340000 N, Longitude: 7706.3011700000 E
Latitude: 2828.9428480000 N, Longitude: 7706.2991900000 E
Latitude: 2828.9427280000 N, Longitude: 7706.2982240000 E
Latitude: 2828.9423800000 N, Longitude: 7706.2952960000 E
Latitude: 2828.9422180000 N, Longitude: 7706.2931420000 E
Latitude: 2828.9422960000 N, Longitude: 7706.2913660000 E
Latitude: 2828.9420500000 N, Longitude: 7706.2895660000 E
Latitude: 2828.9420500000 N, Longitude: 7706.2895660000 E
Latitude: 2828.9424040000 N, Longitude: 7706.2858220000 E
Latitude: 2828.9426920000 N, Longitude: 7706.2844720000 E
